boat_no,reg_no,name,age,class_now,class_hist1,class_hist2,class_hist3,ability_now,ability_prev,F_now,L_now,winrate_natl,2in_natl,3in_natl,nat_1st,nat_2nd,nat_3rd,nat_starts,loc_1st,loc_2nd,loc_3rd,loc_starts,motor_no,motor_2in,motor_3in,mot_1st,mot_2nd,mot_3rd,mot_starts,boat_no_hw,boat_2in,boat_3in,boa_1st,boa_2nd,boa_3rd,boa_starts,source_file
1,3432,宮迫暢彦,55,A2,B1,B1,B1,50,,0,0,5.62,41.41,55.56,16,25,14,99,1,1,0,6,29,22.81,38.6,5,8,9,57,17,25.6,47.62,18,25,37,168,download/wakamatsu_person_html/wakamatsu_person_20_20240304.html
2,5188,武井莉里,23,B1,B1,B1,B1,45,,0,0,3.95,22.81,35.09,3,10,7,57,0,0,0,0,38,31.15,45.9,16,3,9,61,16,26.74,43.02,22,24,28,172,download/wakamatsu_person_html/wakamatsu_person_20_20240304.html
3,3711,江本真治,49,A2,A1,A2,A1,51,,0,0,5.81,40.31,53.49,31,21,17,129,12,11,7,44,39,35.0,55.0,9,12,12,60,49,31.87,47.8,28,30,29,182,download/wakamatsu_person_html/wakamatsu_person_20_20240304.html
4,3717,立間充宏,49,A1,A1,A1,A1,53,,1,0,5.38,33.93,51.79,16,22,20,112,7,6,8,28,1,32.08,39.62,11,6,4,53,33,41.57,60.84,31,38,32,166,download/wakamatsu_person_html/wakamatsu_person_20_20240304.html
5,3593,横井光弘,55,B1,B1,B1,B1,47,,0,0,4.92,22.54,47.89,7,9,18,71,5,3,8,59,34,44.44,57.41,13,11,7,54,15,35.2,50.28,37,26,27,179,download/wakamatsu_person_html/wakamatsu_person_20_20240304.html
6,4405,南野利騰,38,B1,B1,B1,B1,46,,0,0,5.36,34.44,52.22,14,17,16,90,2,6,4,19,37,40.32,59.68,10,15,12,62,45,31.28,44.69,24,32,24,179,download/wakamatsu_person_html/wakamatsu_person_20_20240304.html
