boat_no,reg_no,name,age,class_now,class_hist1,class_hist2,class_hist3,ability_now,ability_prev,F_now,L_now,winrate_natl,2in_natl,3in_natl,nat_1st,nat_2nd,nat_3rd,nat_starts,loc_1st,loc_2nd,loc_3rd,loc_starts,motor_no,motor_2in,motor_3in,mot_1st,mot_2nd,mot_3rd,mot_starts,boat_no_hw,boat_2in,boat_3in,boa_1st,boa_2nd,boa_3rd,boa_starts,source_file
1,4822,百武　翔,31,A2,A2,B1,B1,47,,0,0,4.61,26.09,44.35,12,18,21,115,2,2,3,11,52,29.2,44.53,20,20,21,137,38,31.58,47.37,2,4,3,19,download/wakamatsu_person_html/wakamatsu_person_20_20240630.html
2,3710,吉永泰弘,49,B1,B1,B1,B1,47,,0,0,4.21,16.88,35.06,4,9,14,77,2,2,3,19,46,40.43,58.87,31,26,26,141,37,23.33,53.33,3,4,9,30,download/wakamatsu_person_html/wakamatsu_person_20_20240630.html
3,4016,西川新太,44,A2,A2,B1,A2,50,,0,0,5.54,39.66,56.03,18,28,19,116,2,8,8,33,1,35.04,48.91,24,24,19,137,51,35.71,42.86,2,8,2,28,download/wakamatsu_person_html/wakamatsu_person_20_20240630.html
4,3963,原田秀弥,45,A2,A2,B1,A2,52,,0,0,6.03,40.34,63.03,20,28,27,119,1,1,0,6,5,29.2,46.72,20,20,24,137,69,27.59,37.93,3,5,3,29,download/wakamatsu_person_html/wakamatsu_person_20_20240630.html
5,3412,鈴木　博,54,A1,A1,A2,A1,52,,0,0,6.64,53.33,71.11,41,31,24,135,6,8,4,30,19,30.43,50.0,18,24,27,138,67,25.0,39.29,4,3,4,28,download/wakamatsu_person_html/wakamatsu_person_20_20240630.html
6,4078,渡辺史之,45,B1,B1,B1,B1,44,,0,0,3.87,21.69,32.53,2,16,9,83,0,0,0,0,14,22.79,37.5,12,19,20,136,22,47.37,73.68,4,5,5,19,download/wakamatsu_person_html/wakamatsu_person_20_20240630.html
