boat_no,reg_no,name,age,class_now,class_hist1,class_hist2,class_hist3,ability_now,ability_prev,F_now,L_now,winrate_natl,2in_natl,3in_natl,nat_1st,nat_2nd,nat_3rd,nat_starts,loc_1st,loc_2nd,loc_3rd,loc_starts,motor_no,motor_2in,motor_3in,mot_1st,mot_2nd,mot_3rd,mot_starts,boat_no_hw,boat_2in,boat_3in,boa_1st,boa_2nd,boa_3rd,boa_starts,source_file
1,3662,大庭元明,54,B1,B1,A2,B1,50,,0,0,5.34,35.19,50.93,20,18,17,108,22,25,16,122,33,33.59,48.44,27,16,19,128,75,22.22,33.33,1,1,1,9,download/wakamatsu_person_html/wakamatsu_person_20_20240620.html
2,3953,志道吉和,47,B1,B1,B1,B1,41,,0,0,3.79,22.41,31.03,7,6,5,58,14,13,11,110,51,44.12,59.56,30,30,21,136,26,22.22,22.22,2,0,0,9,download/wakamatsu_person_html/wakamatsu_person_20_20240620.html
3,4487,三原　司,38,B1,B1,B1,B1,49,,0,0,4.76,22.58,48.39,5,9,16,62,3,8,10,46,45,27.2,44.0,18,16,21,125,53,26.32,47.37,4,1,4,19,download/wakamatsu_person_html/wakamatsu_person_20_20240620.html
4,5258,仲本　舜,18,B1,B1,B2,B2,43,,0,0,3.51,10.81,32.43,1,3,8,37,0,1,1,44,3,27.34,47.66,16,19,26,128,52,22.22,33.33,1,3,2,18,download/wakamatsu_person_html/wakamatsu_person_20_20240620.html
5,3352,小川晃司,55,B1,B1,B1,B1,47,,0,0,4.23,12.05,44.58,1,9,27,83,1,9,17,58,49,34.62,48.46,22,23,18,130,24,25.0,25.0,0,2,0,8,download/wakamatsu_person_html/wakamatsu_person_20_20240620.html
6,3726,桂林　寛,52,B1,B1,B1,B1,48,,1,0,5.05,29.9,47.42,15,14,17,97,18,11,12,87,26,40.91,56.82,27,27,21,132,48,36.84,47.37,2,5,2,19,download/wakamatsu_person_html/wakamatsu_person_20_20240620.html
