boat_no,reg_no,name,age,class_now,class_hist1,class_hist2,class_hist3,ability_now,ability_prev,F_now,L_now,winrate_natl,2in_natl,3in_natl,nat_1st,nat_2nd,nat_3rd,nat_starts,loc_1st,loc_2nd,loc_3rd,loc_starts,motor_no,motor_2in,motor_3in,mot_1st,mot_2nd,mot_3rd,mot_starts,boat_no_hw,boat_2in,boat_3in,boa_1st,boa_2nd,boa_3rd,boa_starts,source_file
1,4199,北川潤二,42,A2,A1,A1,A1,53,,0,0,6.41,46.71,67.76,33,38,32,152,20,11,17,62,16,40.29,61.65,41,42,44,206,75,25.93,43.21,10,11,14,81,download/wakamatsu_person_html/wakamatsu_person_20_20241028.html
2,4368,山口隆史,39,B1,B1,B1,B1,48,,0,0,4.82,29.2,45.13,15,18,18,113,6,9,9,51,46,36.1,52.68,37,37,34,205,26,29.63,43.21,11,13,11,81,download/wakamatsu_person_html/wakamatsu_person_20_20241028.html
3,4639,雑賀勇貴,33,B1,B1,B1,B1,46,,0,0,4.45,22.76,42.28,12,16,24,123,0,2,2,8,51,44.66,58.74,51,41,29,206,60,35.87,48.91,17,16,12,92,download/wakamatsu_person_html/wakamatsu_person_20_20241028.html
4,4128,川口貴久,44,B1,B1,A2,B1,48,,0,0,5.2,33.75,53.75,6,21,16,80,1,7,7,22,44,43.52,59.59,45,39,31,193,68,30.53,45.26,8,21,14,95,download/wakamatsu_person_html/wakamatsu_person_20_20241028.html
5,4753,森　照夫,36,B1,B2,B1,A2,48,,1,0,4.67,26.26,44.44,18,8,18,99,10,3,3,33,32,34.45,52.63,40,32,38,209,67,30.0,46.67,15,12,15,90,download/wakamatsu_person_html/wakamatsu_person_20_20241028.html
6,4533,峰重侑治,35,A2,A2,B1,A2,49,,1,0,5.15,35.45,47.27,15,24,13,110,12,17,4,58,23,31.03,46.8,32,31,32,203,59,25.93,41.98,7,14,13,81,download/wakamatsu_person_html/wakamatsu_person_20_20241028.html
