boat_no,reg_no,name,age,class_now,class_hist1,class_hist2,class_hist3,ability_now,ability_prev,F_now,L_now,winrate_natl,2in_natl,3in_natl,nat_1st,nat_2nd,nat_3rd,nat_starts,loc_1st,loc_2nd,loc_3rd,loc_starts,motor_no,motor_2in,motor_3in,mot_1st,mot_2nd,mot_3rd,mot_starts,boat_no_hw,boat_2in,boat_3in,boa_1st,boa_2nd,boa_3rd,boa_starts,source_file
1,3463,乙津康志,56,B1,B1,B1,B1,47,,0,0,4.66,29.27,43.9,5,19,12,82,0,5,0,10,44,41.27,57.14,33,19,20,126,16,62.5,81.25,6,4,3,16,download/wakamatsu_person_html/wakamatsu_person_20_20240617.html
2,4894,原村拓也,33,B1,B1,B1,B1,48,,0,0,4.64,25.96,41.35,11,16,16,104,2,9,10,61,40,37.6,54.4,21,26,21,125,50,64.29,85.71,6,3,3,14,download/wakamatsu_person_html/wakamatsu_person_20_20240617.html
3,4438,森作雄大,37,A2,A2,A2,B1,50,,0,0,5.62,39.37,52.76,28,22,17,127,2,3,4,13,4,25.83,43.33,14,17,21,120,42,20.0,40.0,1,0,1,5,download/wakamatsu_person_html/wakamatsu_person_20_20240617.html
4,3726,桂林　寛,52,B1,B1,B1,B1,48,,0,0,5.05,29.9,47.42,15,14,17,97,18,11,12,87,26,42.19,58.59,27,27,21,128,48,46.67,60.0,2,5,2,15,download/wakamatsu_person_html/wakamatsu_person_20_20240617.html
5,3855,大熊辰弥,51,B1,B1,B1,B1,47,,0,0,4.51,20.65,40.22,8,11,18,92,3,1,7,22,60,28.68,41.09,17,20,16,129,74,0.0,0.0,0,0,0,4,download/wakamatsu_person_html/wakamatsu_person_20_20240617.html
6,4375,照屋厚仁,40,A2,A2,A2,B1,52,,0,0,6.25,45.74,66.67,34,25,27,129,2,1,3,8,17,30.33,51.64,20,17,26,122,21,20.0,46.67,2,1,4,15,download/wakamatsu_person_html/wakamatsu_person_20_20240617.html
