lane,racer_id,name,weight,adjust_weight,exhibition_time,tilt,photo,source_file,ST,course
1,4287,,55.5kg,0.0,6.88,0.0,/racerphoto/4287.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20220616_10.html,F.02,1
2,4706,,52.0kg,0.0,6.92,-0.5,/racerphoto/4706.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20220616_10.html,.05,2
3,3699,,52.5kg,0.0,6.85,-0.5,/racerphoto/3699.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20220616_10.html,F.13,3
4,3809,,49.5kg,0.0,6.92,0.0,/racerphoto/3809.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20220616_10.html,.09,4
5,3284,,52.0kg,0.0,6.84,-0.5,/racerphoto/3284.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20220616_10.html,.04,5
6,4415,,54.6kg,1.5,6.71,1.5,/racerphoto/4415.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20220616_10.html,F.09,6
