lane,racer_id,name,weight,adjust_weight,exhibition_time,tilt,photo,source_file,ST,course
1,5018,,52.9kg,0.0,6.77,-0.5,/racerphoto/5018.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20221103_12.html,.14,1
2,5012,,52.0kg,0.0,6.86,0.0,/racerphoto/5012.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20221103_12.html,.03,2
3,3508,,52.9kg,0.0,6.83,-0.5,/racerphoto/3508.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20221103_12.html,.04,3
4,4116,,52.0kg,0.0,6.86,0.0,/racerphoto/4116.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20221103_12.html,.35,5
5,3566,,52.2kg,0.0,6.79,-0.5,/racerphoto/3566.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20221103_12.html,.27,4
6,4359,,54.0kg,0.0,6.87,-0.5,/racerphoto/4359.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20221103_12.html,.15,6
