lane,racer_id,name,weight,adjust_weight,exhibition_time,tilt,photo,source_file,ST,course
1,3305,,52.3kg,0.0,6.84,0.0,/racerphoto/3305.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20231001_4.html,.09,1
2,3652,,54.2kg,0.0,6.90,-0.5,/racerphoto/3652.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20231001_4.html,.02,2
3,3656,,55.7kg,0.0,6.82,-0.5,/racerphoto/3656.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20231001_4.html,.01,3
4,3663,,50.5kg,1.5,6.85,-0.5,/racerphoto/3663.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20231001_4.html,.02,4
5,3251,,50.5kg,0.0,6.89,0.0,/racerphoto/3251.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20231001_4.html,.11,5
6,3909,,54.3kg,0.0,6.88,0.0,/racerphoto/3909.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20231001_4.html,.06,6
