lane,racer_id,name,weight,adjust_weight,exhibition_time,tilt,photo,source_file,ST,course
1,4054,,53.3kg,0.0,6.75,0.0,/racerphoto/4054.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20221024_4.html,.05,1
2,4571,,52.2kg,0.0,6.69,0.0,/racerphoto/4571.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20221024_4.html,.28,2
3,3901,,52.0kg,0.0,6.77,0.0,/racerphoto/3901.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20221024_4.html,.10,3
4,4709,,54.2kg,0.0,6.78,0.0,/racerphoto/4709.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20221024_4.html,F.05,4
5,3726,,52.4kg,0.0,6.79,-0.5,/racerphoto/3726.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20221024_4.html,.01,5
6,4598,,52.1kg,0.0,6.77,0.0,/racerphoto/4598.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20221024_4.html,.00,6
