lane,racer_id,name,weight,adjust_weight,exhibition_time,tilt,photo,source_file,ST,course
1,4216,,52.8kg,0.0,6.91,0.0,/racerphoto/4216.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20230319_5.html,.02,1
2,4936,,46.5kg,0.5,6.82,-0.5,/racerphoto/4936.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20230319_5.html,F.12,2
3,4247,,52.8kg,0.0,6.86,-0.5,/racerphoto/4247.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20230319_5.html,F.06,3
4,5005,,52.0kg,0.0,6.86,-0.5,/racerphoto/5005.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20230319_5.html,F.03,4
5,4556,,47.1kg,0.0,6.87,-0.5,/racerphoto/4556.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20230319_5.html,F.08,5
6,4417,,53.2kg,0.0,6.88,-0.5,/racerphoto/4417.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20230319_5.html,F.01,6
