lane,racer_id,name,weight,adjust_weight,exhibition_time,tilt,photo,source_file,ST,course
1,4095,,52.0kg,0.0,6.81,-0.5,/racerphoto/4095.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20231103_6.html,F.10,1
2,4736,,52.0kg,0.0,6.81,-0.5,/racerphoto/4736.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20231103_6.html,.02,2
3,4024,,52.0kg,0.0,6.82,-0.5,/racerphoto/4024.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20231103_6.html,.06,3
4,4571,,52.4kg,0.5,6.72,0.5,/racerphoto/4571.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20231103_6.html,.15,4
5,4739,,52.0kg,0.0,6.88,-0.5,/racerphoto/4739.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20231103_6.html,.07,5
6,3822,,50.0kg,2.0,6.81,-0.5,/racerphoto/3822.jpg,download/wakamatsu_off_beforeinfo_html_2223/wakamatsu_beforeinfo_20_20231103_6.html,.04,6
