登番,名前,読み,性別,養成期,25後期,25前期,24後期,24前期,23後期,23前期,22後期,22前期,21後期,21前期,20後期,20前期,19後期,19前期,18後期,18前期,17後期,17前期,16後期,16前期,15後期,15前期,14後期,14前期,13後期,13前期,12後期,12前期,11後期,11前期,10後期,10前期,09後期,09前期,08後期,08前期,07後期,07前期,06後期,06前期,05後期,05前期,04後期,04前期,03後期,03前期,02後期,02前期,01後期,01前期,00後期
4688,永井彪也,ナガイ　ヒョウヤ,1,109,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A2,A1,A2,A2,B1,B1,B1,B1,B1,B1,B1,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
4689,豊田結,トヨダ　ユイ,2,109,A2,B2,B2,B2,B2,B2,B2,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
4690,高石梨菜,タカイシ　リナ,2,109,B2,A2,B1,B1,B1,B1,B1,B1,B1,B2,B1,B2,B2,B2,B2,B2,B1,B2,B2,B2,B2,B2,B1,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
4691,水原慎,ミズハラ　シン　,1,110,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,
4692,酒井俊弘,サカイ　トシヒロ　,1,110,B1,B1,A2,B1,A2,B1,B1,B1,A2,A2,A2,A2,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,
4693,松下誉士,マツシタ　タカシ　,1,110,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,
4694,高田綾,タカダ　アヤ,2,110,B1,B2,B2,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,
4695,尾崎雄二,オサキ　ユウジ　,1,110,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,
4696,齋藤竜次,サイトウ　リュウジ　,1,110,,,,,,,,,,,,,B1,B2,B1,B2,B1,B2,B2,B2,B1,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,
4697,國弘翔平,クニヒロ　ショウヘイ　,1,110,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,
4698,高山隆成,タカヤマ　リュウセイ　,1,110,,,,,,,,,,,,,,,B1,B2,B1,B1,B1,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,
4699,八十岡恵美,ヤソオカ　メグミ,2,110,,,,,,,,,,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,
4700,金子和之,カネコ　カズユキ,1,110,A1,A1,A2,A2,A2,B1,A2,A2,B1,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,
4701,福本悠,フクモト　ユウ,1,110,,,,,,,,,,,,,B1,B2,B1,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,
4702,三浦敬太,ミウラ　ケイタ,1,110,A1,A2,A1,A2,A1,A2,A1,A1,B2,B1,A2,A1,A1,A2,A1,A2,A2,A2,B1,A2,A2,A2,B1,B1,B1,B1,B2,,,,,,,,,,,,,,,,,,,,,,,,
4703,森永隆,モリナガ　タカシ,1,110,A1,A1,A2,A1,A1,A1,A2,A2,A2,A1,A1,A2,A1,A2,A2,A2,B1,B1,B1,A2,B1,B1,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,
4704,河野大,カワノ　ダイ,1,110,A1,A1,A2,A1,A2,A1,A1,A1,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,B1,A2,A2,B1,B1,B1,B1,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,
4705,吉川勇作,ヨシカワ　ユウサク,1,110,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,
4706,三浦洋次朗,ミウラ　ヨウジロウ　,1,110,A2,A2,A2,A2,A2,A2,A1,B1,A2,B1,B1,B1,B1,A2,A2,B1,B1,B1,B1,B1,B1,B1,B2,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,
4707,岸田崇,キシダ　タカシ,1,110,,,,,,,,,,,,,,,,,,,,,,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,
4708,半田尚也,ハンダ　ナオヤ　,1,110,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B2,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,
4709,岡村将也,オカムラ　マサヤ　,1,110,A2,A2,B1,A2,A2,A2,B1,B1,B1,A2,B1,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,
4710,福田宗平,フクダ　シュウヘイ　,1,110,A2,A2,A1,A2,A2,A2,A2,B1,B1,A2,A2,A2,A2,A2,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B2,,,,,,,,,,,,,,,,,,,,,,,,
4711,前出達吉,マエデ　タツキ　,1,110,A2,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,A2,A2,A2,B1,A1,B1,A2,B1,A2,B1,B1,B1,B1,B1,B1,B2,,,,,,,,,,,,,,,,,,,,,,,,
4712,冨好祐真,トミヨシ　ユウマ　,1,110,,,,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B2,B1,B2,B1,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,
4713,白神優,シラガ　ユウ,1,110,A1,A1,A1,A1,A2,A2,A2,A2,A1,A1,A1,A1,A2,B1,A2,A1,A2,A2,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,
4714,喜多須杏奈,キタズ　アンナ　,2,110,B1,B1,A2,B1,B1,B1,A2,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,
4715,村上遼,ムラカミ　リョウ　,1,110,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A2,B2,A1,A2,A1,B1,B1,A2,A2,A2,A2,A2,B1,B1,B1,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,
4716,近久大志,チカヒサ　タイシ　,1,110,,,,,,,,,,,,,,,B1,B2,B2,B2,B2,B1,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,
4717,永田純也,ナガタ　ジュンヤ,1,110,,,,,,,,,,,,,,,,,,,B2,B2,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,
4718,北川太一,キタガワ　タイチ,1,110,A2,A2,A2,A2,A1,A2,A2,B1,A2,B1,B1,B1,B1,A2,B1,B1,A2,A2,B1,A2,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,
4719,上條暢嵩,カミジョウ　ノブタカ　,1,110,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A2,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,
4720,西澤日花里,ニシザワ　ヒカリ,2,110,B1,B1,B1,B1,B1,A2,B1,B1,B2,B1,B2,B1,B2,B2,B2,B2,B2,B1,B2,B2,B1,B1,B1,B1,B1,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,
4721,金光佑治,カネミツ　ユウジ,1,111,,,,,,,,,,,,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,
4722,竹野未華,タケノ　ミカ　,2,111,,,,,,,,,,,B1,B2,B2,B2,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,
4723,寺島吉彦,テラシマ　ヨシヒコ,1,111,B1,A2,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,
4724,吉田祐貴,ヨシダ　ユウキ　,1,111,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B1,B1,B1,B2,B1,B1,B1,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,
4725,佐竹太一,サタケ　タイチ,1,111,B1,B1,B1,A2,B1,B1,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,
4726,島田なぎさ,シマダ　ナギサ,2,111,B2,B2,B2,B2,B2,B1,A2,B1,A2,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,
4727,安部慎一,アベ　シンイチ　,1,111,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,
4728,山口亮,ヤマグチ　リョウ,1,111,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,
4729,佐藤謙史朗,サトウ　ケンシロウ,1,111,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,
4730,土屋実沙希,ツチヤ　ミサキ,2,111,B1,B1,A2,B1,B1,B1,B1,A2,A2,A2,A2,A2,A2,A2,B1,B1,B2,B2,B1,B1,B1,B2,B1,B1,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,
4731,間野兼礼,マノ　カズノリ　,1,111,B1,B1,B1,B1,B1,A2,A2,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,
4732,堀本和也,ホリモト　カズヤ,1,111,A1,A1,A2,A1,A2,A1,A2,A1,A2,B1,B2,A2,A1,A2,A2,A1,A2,A2,B1,B1,B1,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,
4733,赤井睦,アカイ　ムツミ,2,111,B1,A2,B1,B1,B2,B2,B2,B2,B2,B1,B2,B2,B2,B2,B2,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,
4734,安河内将,ヤスコウチ　ショウ,1,111,A1,A1,A1,A2,A1,A1,B2,A1,A1,A2,A1,A1,A1,A1,A1,A1,A2,A2,B1,B2,B1,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,
4735,角山雄哉,カクヤマ　ユウヤ　,1,111,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,
4736,高倉和士,タカクラ　カズト,1,111,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A2,A1,A2,A2,A2,B1,A2,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,
4737,竹井貴史,タケイ　タカシ,1,111,A1,A1,A1,A1,A1,A1,B1,B2,A2,A2,A1,A1,A1,A1,A2,A2,A2,A2,A2,B1,B1,B1,B1,B1,B1,B2,,,,,,,,,,,,,,,,,,,,,,,,,
4738,清埜翔子,セイノ　ショウコ　,2,111,A2,A2,A2,A1,A2,A2,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,
4739,中村晃朋,ナカムラ　アキトモ,1,111,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A2,A1,A2,A2,A2,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,
4740,齋藤達希,サイトウ　タツキ　,1,111,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,
4741,中村直喜,ナカムラ　ナオキ　,1,111,,,,,,,,,,,,,B2,B1,B2,B1,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,
4742,横田悠衣,ヨコタ　ユイ　,2,111,,,,,,B2,B1,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,
4743,木村仁紀,キムラ　マサキ,1,111,A1,A1,A1,A1,A1,A1,A2,A1,A2,B1,A2,A1,A2,A2,A2,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B2,,,,,,,,,,,,,,,,,,,,,,,,,
4744,伊藤玲奈,イトウ　レナ　,2,111,B1,B1,B1,B1,B2,B1,B1,B2,B2,B2,B2,B1,B1,B1,B2,B2,B2,B1,B1,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,
4745,関野龍,セキノ　リョウ,1,111,,,,,,,,,,,,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,
4746,大豆生田蒼,オオマメウダ　アオイ,2,111,A2,A2,A1,A2,A2,A2,A2,A2,B1,B1,B1,B1,B1,B1,A2,A2,B1,B1,B1,B1,B1,B2,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,
4747,山戸信二,ヤマト　シンジ　,1,112,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4748,渡邉雄朗,ワタナベ　タケロウ　,1,112,A1,A1,A1,A2,A2,A2,A1,B1,A1,A2,A2,B1,A1,A2,A2,B1,A2,A2,A2,B1,B1,B1,B1,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4749,山口貢輝,ヤマグチ　コウキ,1,112,,,,,B1,B2,B1,B2,B2,B1,B1,B1,B2,B1,B2,B1,B2,B1,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4750,井上尚悟,イノウエ　ショウゴ　,1,112,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4751,鈴木諒祐,スズキ　リョウスケ　,1,112,,,,,,,,,B1,B2,B1,B1,B1,B1,B1,B2,B1,B1,B1,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4752,西尾亮輔,ニシオ　リョウスケ,1,112,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B2,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4753,森照夫,モリ　テルオ　,1,112,B1,B1,B1,B2,B1,A2,B2,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4754,松尾充,マツオ　ミツル,1,112,A1,A2,A1,A2,A2,A2,A2,A2,A2,A1,A1,A2,A2,A2,A2,A2,B1,B1,B1,B1,B1,B1,B1,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4755,山田貴愛,ヤマダ　タカアキ,1,112,,,,,,,,,,,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4756,渡邉昌成,ワタナベ　マサナリ　,1,112,B2,B2,B2,B2,B2,B2,B2,B1,B1,B2,B1,B1,B1,B1,B2,B1,B2,B1,B2,B2,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4757,山田祐也,ヤマダ　ユウヤ　,1,112,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A2,A2,B1,B1,B1,B1,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4758,富樫麗加,トガシ　レイカ　,2,112,B1,A2,B2,B2,B2,A2,A2,A2,A2,A2,A2,B1,B1,A2,B2,B2,B1,B1,B1,B1,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4759,今泉友吾,イマイズミ　ユウゴ,1,112,A1,A1,A1,A1,A2,A2,A2,A1,A1,A1,A1,A1,A1,A2,A2,A2,A1,A2,A2,B1,A2,B1,B1,B1,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4760,山崎郡,ヤマザキ　グン,1,112,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4761,山田晃大,ヤマダ　アキヒロ,1,112,A1,A1,B2,A2,B1,B1,B1,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4762,藤原啓史朗,フジワラ　ケイシロウ,1,112,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A2,A2,B1,B1,B1,B1,B2,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4763,清水敬太,シミズ　ケイタ　,1,112,,,,,,,,,,,,,B1,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4764,小池礼乃,コイケ　アヤノ,2,112,A2,B1,B2,B2,B2,A2,B1,B1,B1,B2,B2,B2,B1,A2,A2,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4765,野田部宏子,ノタベ　ヒロコ　,2,112,B1,B1,B1,A2,B1,B1,B1,B2,B1,B2,B1,B1,B1,B1,B2,B1,B2,B1,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4766,石井孝之,イシイ　タカユキ　,1,112,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4767,米井里実,ヨネイ　サトミ,2,112,,,,,,,,,B1,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4768,田代元気,タシロ　ゲンキ　,1,112,,,,,,,,,,,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4769,馬場剛,ババ　ツヨシ　,1,112,A2,A2,A1,A1,A2,A1,A1,A1,A2,A2,A2,A1,A2,A2,B1,A2,A2,A2,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4770,小野真歩,オノ　マホ,2,112,,,,,,,,,,B1,B2,B2,B2,B2,B2,B2,B1,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4771,下寺秀和,シモデラ　ヒデカズ　,1,112,A1,A1,A2,A2,A2,A1,A2,A1,B1,A2,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4772,石丸海渡,イシマル　カイト　,1,112,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4773,中川りな,ナカガワ　リナ　,2,112,A2,A2,A2,B2,B2,B1,A2,A1,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4774,丸山龍太郎,マルヤマ　リュウタロウ,1,112,,,,,,,,,,,,,B1,B2,B1,B1,B1,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4775,千葉真弥,チバ　マヤ　,2,112,B1,B1,B2,B2,B2,B2,B2,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4776,竹田和哉,タケダ　カズヤ,1,112,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A2,A2,A2,B1,A2,B1,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,
4777,五十嵐一聡,イガラシ　カズアキ,1,113,,,,,,,,,,,,,B1,B2,B1,B1,B1,B1,B2,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4778,堤啓輔,ツツミ　ケイスケ　,1,113,B1,B1,A2,A2,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4779,伊倉光,イクラ　ヒカル,1,113,B1,B1,B1,B2,B2,B1,B1,B1,B1,B1,B1,B2,B2,B1,B1,B2,B1,B1,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4780,マイケル田代,マイケル　タシロ　,1,113,,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B2,B2,B1,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4781,西舘果里,ニシダテ　ミサト,2,113,B1,B1,B2,B2,B2,B1,B1,B1,B1,B1,B2,B1,B2,B1,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4782,浜崎準也,ハマザキ　ジュンヤ,1,113,B1,B1,A2,A2,B1,A2,A2,B1,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4783,木村詳子,キムラ　ショウコ　,2,113,,,,,,B2,B1,B2,B2,B2,B2,B2,B1,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4784,向井田真紀,ムカイダ　マキ　,2,113,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,B2,B2,B1,B1,B2,B1,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4785,木幡純也,キバタ　ジュンヤ　,1,113,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,,B2,B2,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4786,佐藤博亮,サトウ　ヒロアキ　,1,113,A1,A1,A1,A1,A2,A2,A1,A2,A1,A1,A1,A2,A2,A1,B1,A2,A1,A2,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4787,椎名豊,シイナ　ユタカ,1,113,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A2,A2,A2,B1,B1,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4788,小池哲也,コイケ　テツヤ,1,113,A1,A1,A1,A1,A2,A2,A2,A2,A2,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4789,古賀智之,コガ　トモユキ　,1,113,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4790,柳内敬太,ヤナイ　ケイタ,1,113,A2,A1,A2,A2,A2,A2,A2,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4791,黒澤めぐみ,クロサワ　メグミ,2,113,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B2,B2,B2,B1,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4792,杉村賢也,スギムラ　ケンヤ,1,113,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4793,金子萌,カネコ　ハジメ　,1,113,A2,A2,A2,A1,A2,A2,A2,A1,A2,A2,A1,A2,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4794,和田拓也,ワダ　タクヤ,1,113,A1,A1,A1,A1,A1,A2,A2,B1,A2,B1,B1,A2,B1,B1,B1,A2,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4795,落合正侑,オチアイ　マサユキ,1,113,,,,,,,,,,,,,,,,,,B1,B1,B2,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4796,春園功太,ハルゾノ　コウタ,1,113,A2,A2,A1,A1,A1,A2,B1,A2,A2,A2,A1,A1,A2,A1,A1,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4797,中山将,ナカヤマ　ショウ　,1,113,A2,A2,A2,A2,A2,B1,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4798,浜先真範,ハマサキ　マサノリ,1,113,A1,A2,A1,A1,A1,A2,A1,A1,A1,A2,A2,A2,A2,A2,B2,A2,A2,B1,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,
