lane,racer_id,name,weight,adjust_weight,exhibition_time,tilt,photo,source_file,ST,course
1,4335,,52.9kg,0.0,7.01,-0.5,/racerphoto/4335.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240420_3.html,F.12,1
2,4360,,52.0kg,0.0,6.92,0.0,/racerphoto/4360.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240420_3.html,F.13,2
3,4296,,51.0kg,1.0,6.96,-0.5,/racerphoto/4296.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240420_3.html,F.15,3
4,4200,,52.5kg,0.0,7.02,-0.5,/racerphoto/4200.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240420_3.html,F.05,4
5,4396,,52.6kg,0.0,6.98,-0.5,/racerphoto/4396.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240420_3.html,.07,5
6,5034,,52.9kg,0.0,6.90,-0.5,/racerphoto/5034.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240420_3.html,F.07,6
