lane,racer_id,name,weight,adjust_weight,exhibition_time,tilt,photo,source_file,ST,course
1,4570,,52.5kg,0.0,6.89,0.0,/racerphoto/4570.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20250714_11.html,.15,1
2,5140,,47.7kg,0.0,6.83,0.0,/racerphoto/5140.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20250714_11.html,.26,2
3,4220,,53.4kg,0.0,6.86,-0.5,/racerphoto/4220.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20250714_11.html,.16,3
4,4731,,52.0kg,0.0,6.88,0.0,/racerphoto/4731.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20250714_11.html,.12,4
5,4004,,52.0kg,0.0,6.93,0.0,/racerphoto/4004.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20250714_11.html,.36,5
6,4241,,52.0kg,0.0,6.94,0.0,/racerphoto/4241.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20250714_11.html,.47,6
