lane,racer_id,name,weight,adjust_weight,exhibition_time,tilt,photo,source_file,ST,course
1,3826,,52.1kg,0.0,6.99,-0.5,/racerphoto/3826.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20250421_5.html,F.09,1
2,3616,,52.7kg,0.0,7.01,-0.5,/racerphoto/3616.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20250421_5.html,F.08,2
3,3730,,52.6kg,0.0,7.04,-0.5,/racerphoto/3730.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20250421_5.html,F.06,3
4,5043,,52.0kg,0.0,6.92,0.0,/racerphoto/5043.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20250421_5.html,.07,4
5,5292,,55.6kg,0.5,6.98,0.5,/racerphoto/5292.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20250421_5.html,.07,5
6,5303,,52.7kg,0.5,6.92,0.5,/racerphoto/5303.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20250421_5.html,.11,6
