lane,racer_id,name,weight,adjust_weight,exhibition_time,tilt,photo,source_file,ST,course
1,4588,,54.9kg,0.0,6.89,0.0,/racerphoto/4588.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20241128_8.html,.03,1
2,4674,,52.0kg,0.0,6.93,0.0,/racerphoto/4674.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20241128_8.html,.05,2
3,4329,,51.5kg,0.5,6.89,-0.5,/racerphoto/4329.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20241128_8.html,.04,3
4,4252,,51.0kg,0.0,6.79,0.0,/racerphoto/4252.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20241128_8.html,.14,4
5,5131,,52.0kg,0.0,6.87,0.0,/racerphoto/5131.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20241128_8.html,.10,5
6,4406,,52.8kg,0.0,6.96,0.0,/racerphoto/4406.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20241128_8.html,.01,6
