lane,racer_id,name,weight,adjust_weight,exhibition_time,tilt,photo,source_file,ST,course
1,3663,,51.0kg,1.0,6.82,-0.5,/racerphoto/3663.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20241214_3.html,.05,1
2,4396,,52.1kg,0.0,6.83,-0.5,/racerphoto/4396.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20241214_3.html,.06,2
3,3912,,52.2kg,0.0,6.78,-0.5,/racerphoto/3912.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20241214_3.html,.16,3
4,4989,,52.0kg,0.0,6.82,0.0,/racerphoto/4989.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20241214_3.html,.07,4
5,5185,,52.8kg,0.0,6.86,-0.5,/racerphoto/5185.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20241214_3.html,.12,5
6,4042,,52.5kg,0.0,6.77,-0.5,/racerphoto/4042.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20241214_3.html,.10,6
