lane,racer_id,name,weight,adjust_weight,exhibition_time,tilt,photo,source_file,ST,course
1,4433,,47.0kg,0.0,7.05,-0.5,/racerphoto/4433.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240523_5.html,F.01,1
2,4611,,49.2kg,0.0,7.00,-0.5,/racerphoto/4611.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240523_5.html,F.04,2
3,3604,,47.4kg,0.0,7.02,0.0,/racerphoto/3604.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240523_5.html,F.03,3
4,5045,,47.0kg,0.0,7.05,-0.5,/racerphoto/5045.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240523_5.html,.35,4
5,4733,,47.3kg,0.0,7.01,-0.5,/racerphoto/4733.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240523_5.html,.07,5
6,4730,,47.1kg,0.0,6.99,-0.5,/racerphoto/4730.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240523_5.html,.07,6
