lane,racer_id,name,weight,adjust_weight,exhibition_time,tilt,photo,source_file,ST,course
1,3674,,47.1kg,0.0,7.01,-0.5,/racerphoto/3674.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240420_10.html,.11,1
2,4399,,45.5kg,1.5,7.04,-0.5,/racerphoto/4399.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240420_10.html,.16,2
3,3999,,47.0kg,0.0,7.04,-0.5,/racerphoto/3999.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240420_10.html,.16,3
4,4347,,46.0kg,1.0,7.02,-0.5,/racerphoto/4347.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240420_10.html,.01,4
5,5198,,45.0kg,2.0,6.97,-0.5,/racerphoto/5198.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240420_10.html,F.07,5
6,3474,,45.5kg,0.0,6.98,0.0,/racerphoto/3474.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240420_10.html,F.11,6
