lane,racer_id,name,weight,adjust_weight,exhibition_time,tilt,photo,source_file,ST,course
1,4237,,52.0kg,0.0,6.92,-0.5,/racerphoto/4237.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240419_11.html,.05,1
2,4084,,52.5kg,0.0,7.00,-0.5,/racerphoto/4084.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240419_11.html,.19,2
3,3663,,50.5kg,1.5,6.93,-0.5,/racerphoto/3663.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240419_11.html,F.11,3
4,5132,,52.0kg,0.0,6.92,0.0,/racerphoto/5132.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240419_11.html,.04,6
5,4675,,51.5kg,0.5,6.96,-0.5,/racerphoto/4675.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240419_11.html,.01,4
6,5104,,52.0kg,0.0,6.88,-0.5,/racerphoto/5104.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240419_11.html,F.11,5
