lane,racer_id,name,weight,adjust_weight,exhibition_time,tilt,photo,source_file,ST,course
1,4463,,52.7kg,0.0,6.93,0.0,/racerphoto/4463.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240304_8.html,.15,1
2,3427,,51.5kg,0.5,6.94,-0.5,/racerphoto/3427.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240304_8.html,.21,2
3,3105,,52.0kg,0.0,6.95,-0.5,/racerphoto/3105.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240304_8.html,.28,3
4,3921,,51.0kg,1.0,6.98,-0.5,/racerphoto/3921.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240304_8.html,.18,4
5,4332,,56.0kg,0.0,6.90,-0.5,/racerphoto/4332.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240304_8.html,.25,5
6,4180,,55.2kg,0.0,6.92,-0.5,/racerphoto/4180.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240304_8.html,F.02,6
