lane,racer_id,name,weight,adjust_weight,exhibition_time,tilt,photo,source_file,ST,course
1,4161,,53.9kg,0.0,6.94,0.0,/racerphoto/4161.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240306_5.html,.12,1
2,4529,,53.7kg,0.0,6.95,0.0,/racerphoto/4529.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240306_5.html,.16,2
3,4332,,54.8kg,0.0,7.02,-0.5,/racerphoto/4332.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240306_5.html,.09,3
4,4183,,47.2kg,0.0,6.97,-0.5,/racerphoto/4183.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240306_5.html,.09,4
5,4405,,52.0kg,0.0,6.94,0.0,/racerphoto/4405.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240306_5.html,.19,5
6,5254,,47.9kg,0.0,6.95,-0.5,/racerphoto/5254.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240306_5.html,.28,6
