lane,racer_id,name,weight,adjust_weight,exhibition_time,tilt,photo,source_file,ST,course
1,4845,,47.0kg,0.0,6.91,0.0,/racerphoto/4845.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20250620_9.html,F.01,1
2,5148,,46.5kg,0.0,6.94,0.0,/racerphoto/5148.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20250620_9.html,.12,2
3,4484,,49.2kg,0.0,6.97,-0.5,/racerphoto/4484.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20250620_9.html,.13,3
4,4385,,49.3kg,0.0,6.81,-0.5,/racerphoto/4385.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20250620_9.html,.25,4
5,4936,,47.3kg,0.0,6.91,0.0,/racerphoto/4936.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20250620_9.html,.16,5
6,4286,,48.2kg,0.0,6.87,0.0,/racerphoto/4286.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20250620_9.html,.13,6
