lane,racer_id,name,weight,adjust_weight,exhibition_time,tilt,photo,source_file,ST,course
1,4296,,52.0kg,0.0,6.90,-0.5,/racerphoto/4296.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240101_5.html,.08,1
2,4403,,52.3kg,0.0,6.90,-0.5,/racerphoto/4403.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240101_5.html,.01,2
3,4679,,57.8kg,0.0,6.91,0.0,/racerphoto/4679.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240101_5.html,.04,3
4,4402,,53.1kg,0.0,6.89,-0.5,/racerphoto/4402.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240101_5.html,F.01,4
5,5258,,52.0kg,0.0,6.95,0.0,/racerphoto/5258.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240101_5.html,.04,5
6,5203,,45.0kg,0.0,6.87,0.0,/racerphoto/5203.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240101_5.html,F.02,6
