lane,racer_id,name,weight,adjust_weight,exhibition_time,tilt,photo,source_file,ST,course
1,4073,,52.5kg,0.0,6.96,-0.5,/racerphoto/4073.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240513_8.html,.00,1
2,3297,,49.5kg,2.5,6.93,-0.5,/racerphoto/3297.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240513_8.html,.25,2
3,4273,,52.4kg,0.0,6.98,-0.5,/racerphoto/4273.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240513_8.html,.08,3
4,4614,,53.8kg,0.0,6.92,-0.5,/racerphoto/4614.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240513_8.html,F.01,4
5,5271,,51.0kg,1.0,6.96,-0.5,/racerphoto/5271.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240513_8.html,.05,5
6,5338,,52.2kg,0.0,6.96,-0.5,/racerphoto/5338.jpg,download/wakamatsu_off_beforeinfo_html/wakamatsu_beforeinfo_20_20240513_8.html,.17,6
