first,second,third,odds
4,1724,3,20.2
5,1056,4,158.5
3,1,2469,2.0
4,2505,3,75.6
5,2092,4,420.6
4,1,1707,4.0
4,1,1400,3.0
4,1,2580,3.0
3,2,1574,2.0
3,2908,2,66.1
5,1815,4,250.7
5,1,1466,4.0
3,2158,2,766.1
4,1505,3,627.4
6,1,1658,6.0
3,2702,2,27.6
4,2272,3,20.5
