first,second,third,odds
5,1150,4,936.1
3,1,1521,2.0
4,2085,3,945.6
5,2267,4,2004.0
4,1,1216,3.0
3,2312,2,819.5
5,1644,4,1572.0
5,1,2022,4.0
5,1,2395,4.0
3,3707,2,3992.0
4,2256,3,2172.0
6,1,2245,6.0
3,2831,2,1286.0
4,3053,3,1035.0
5,3460,4,2747.0
