first,second,third,odds
3,1,2058,2.0
5,1094,4,2467.0
4,1,1748,3.0
5,1281,4,3187.0
5,1,2265,4.0
3,2,1339,2.0
3,1305,2,2728.0
4,1757,3,3001.0
6,1,3052,5.0
