first,second,third,odds
3,1,1447,2.0
4,1513,3,3027.0
5,1714,4,2988.0
4,1,1223,3.0
3,2,1513,2.0
3,1671,2,3917.0
5,1739,4,3330.0
5,1,1195,5.0
3,2,2808,2.0
3,1038,2,2493.0
4,1217,3,2466.0
3,2,1328,2.0
