first,second,third,odds
3,1,1022,2.0
5,1319,4,2199.0
4,1,1001,3.0
5,1533,4,2300.0
5,1,1253,4.0
5,1,2132,4.0
3,1964,2,2731.0
4,1603,3,2533.0
6,1,1201,6.0
6,1,2021,5.0
3,2,1034,2.0
3,1705,2,3298.0
4,1582,3,3150.0
5,1840,4,2255.0
