first,second,third,odds
5,1298,4,1782.0
4,1088,3,1571.0
6,1,1640,6.0
6,1,1914,6.0
6,1,1968,6.0
6,1,1802,5.0
3,2,3133,2.0
3,3755,2,3037.0
4,3671,3,3174.0
5,3133,4,3489.0
