first,second,third,odds
4,1169,3,121.1
5,1531,4,876.0
3,1,1032,2.0
4,1603,3,245.9
5,2122,4,1771.0
4,1,1028,4.0
4,1,1190,3.0
3,1674,2,195.0
5,1960,4,947.0
5,1,1591,4.0
5,1,2232,4.0
3,2067,2,2783.0
4,2492,3,2187.0
6,1,2541,6.0
3,2883,2,998.5
4,3152,3,627.3
5,3297,4,1869.0
