first,second,third,odds
3,1,1130,2.0
5,1,1036,5.0
6,1,2075,6.0
6,1,1831,5.0
3,2,1547,2.0
3,1591,2,2694.0
4,1392,3,3182.0
5,1102,4,2320.0
