first,second,third,odds
4,1,1296,3.0
3,2,1610,2.0
6,1,1291,6.0
6,1,1775,6.0
6,1,1116,6.0
6,1,3289,5.0
3,2,3188,2.0
3,1280,2,3633.0
4,2016,3,5296.0
5,1341,4,2947.0
