first,second,third,odds
3,1,2257,2.0
4,1,1128,3.0
5,1,1404,5.0
5,1,1089,4.0
5,1,1620,4.0
3,2,1192,2.0
3,1708,2,2340.0
4,1089,3,1373.0
6,1,2430,5.0
