first,second,third,odds
3,1,1073,2.0
4,1008,3,1601.0
5,1336,4,2261.0
3,1256,2,1815.0
5,1795,4,2317.0
5,1,1605,4.0
3,2,1060,2.0
3,1719,2,2309.0
4,1830,3,2121.0
6,1,1000,6.0
6,1,1216,6.0
6,1,2171,5.0
3,2,1333,2.0
3,1883,2,3039.0
4,2068,3,3551.0
5,1916,4,3267.0
