first,second,third,odds
4,1385,3,927.5
5,1438,4,1692.0
3,2,1346,2.0
3,1709,2,1048.0
5,1391,4,1709.0
3,1426,2,1626.0
4,1374,3,1666.0
3,1198,2,418.2
4,1072,3,402.2
