first,second,third,odds
3,1,1569,2.0
4,1,2695,3.0
5,1266,4,3887.0
5,1,1654,5.0
5,1,2184,5.0
5,1,1129,4.0
3,2,1978,2.0
4,1092,3,2881.0
6,1,1607,6.0
6,1,3376,5.0
3,2,1954,2.0
