first,second,third,odds
3,1,1331,2.0
4,1959,3,750.3
5,1264,4,460.4
4,1,1756,4.0
4,1,1623,3.0
3,2,1735,2.0
3,2775,2,691.8
5,1556,4,258.1
3,1366,2,449.3
4,1145,3,422.9
3,1289,2,82.8
4,1080,3,68.4
