first,second,third,odds
3,1,1176,2.0
4,1859,3,1089.0
5,1511,4,2045.0
3,1621,2,923.3
5,1,1151,4.0
3,1370,2,1984.0
4,1136,3,1422.0
3,1003,2,753.3
