first,second,third,odds
5,1285,4,1494.0
3,1,1079,2.0
4,1193,3,1434.0
5,2272,4,3054.0
3,1449,2,1479.0
5,1844,4,2605.0
5,1,1856,4.0
5,1,2407,4.0
3,2868,2,3737.0
4,2272,3,3302.0
6,1,1641,6.0
6,1,1510,5.0
3,2000,2,2491.0
4,2014,3,2328.0
5,2427,4,2731.0
