first,second,third,odds
3,1,2025,2.0
4,1515,3,3093.0
5,1201,4,2858.0
4,1,1042,3.0
3,2,1131,2.0
3,1250,2,3473.0
5,1024,4,2508.0
5,1,2140,5.0
5,1,1179,4.0
3,2,1723,2.0
3,1324,2,2454.0
4,1250,3,2120.0
