first,second,third,odds
3,1,1733,2.0
4,1,1989,3.0
5,1,1392,5.0
5,1,1524,4.0
3,2,1001,2.0
4,1073,3,3315.0
6,1,1114,6.0
6,1,3540,5.0
3,2,1343,2.0
4,1065,3,5425.0
5,1016,4,4590.0
