first,second,third,odds
4,1258,3,155.3
4,1709,3,151.2
4,1,2051,3.0
3,2051,2,332.3
5,2381,4,1418.0
5,1,1099,4.0
4,2010,3,2020.0
6,1,1036,6.0
6,1,2010,6.0
3,1802,2,186.3
4,3704,3,577.3
5,2299,4,1173.0
