first,second,third,odds
3,1,1945,2.0
4,1106,3,2378.0
5,1075,4,2864.0
4,1,1986,3.0
3,2,1377,2.0
3,1303,2,2661.0
5,1242,4,2936.0
5,1,1310,5.0
5,1,1262,5.0
5,1,1229,4.0
3,2,1634,2.0
3,1134,2,2763.0
4,1173,3,2574.0
