first,second,third,odds
5,1031,4,1448.0
4,1,1130,3.0
3,1208,2,1021.0
5,1976,4,2298.0
5,1,1521,4.0
5,1,1691,4.0
3,1614,2,1939.0
4,1664,3,2202.0
6,1,1036,6.0
4,1776,3,1031.0
5,1626,4,1372.0
