first,second,third,odds
3,1,1223,2.0
5,1286,4,3452.0
4,1,1194,3.0
3,1047,2,2126.0
5,1684,4,2789.0
5,1,1577,4.0
3,2,1227,2.0
3,1684,2,3141.0
4,1779,3,3199.0
6,1,1158,6.0
6,1,2126,6.0
6,1,2279,6.0
6,1,2980,5.0
3,2,2264,2.0
3,2621,2,6012.0
4,4151,3,4981.0
5,4201,4,6340.0
