first,second,third,odds
6,1,1489,6.0
6,1,2159,6.0
6,1,1280,6.0
6,1,1489,5.0
3,2,1725,2.0
3,1779,2,1725.0
4,1898,3,2263.0
5,1219,4,1316.0
