first,second,third,odds
5,1001,4,1330.0
5,1033,4,1398.0
4,1,1042,3.0
4,1,1161,3.0
5,1896,4,2377.0
5,1,1415,4.0
5,1,1747,4.0
3,1398,2,1948.0
4,1981,3,2425.0
