first,second,third,odds
4,1294,3,83.9
5,1140,4,307.8
3,1,1043,2.0
4,1447,3,111.7
5,1219,4,411.2
4,1,1403,3.0
3,1294,2,217.7
5,1474,4,943.7
5,1,1243,4.0
5,1,1053,4.0
3,1428,2,1219.0
4,1714,3,1304.0
6,1,1229,6.0
5,1140,4,504.9
