first,second,third,odds
3,1,1365,2.0
6,2,1533,6.0
6,1,2865,6.0
6,1,2032,6.0
6,1,6243,5.0
3,2,2427,2.0
3,2865,2,5462.0
4,2427,3,4065.0
5,2185,4,4600.0
