first,second,third,odds
4,1413,3,151.4
5,1164,4,223.8
4,1,1408,3.0
3,2,1121,2.0
3,1984,2,311.9
5,2412,4,608.9
3,1121,2,476.8
4,2158,3,842.5
4,1242,3,391.7
