first,second,third,odds
3,1,1014,2.0
5,1,1082,4.0
6,1,1937,6.0
6,1,1371,6.0
6,1,2387,5.0
3,2,1679,2.0
3,2129,2,3212.0
4,1694,3,3047.0
5,2023,4,2920.0
