first,second,third,odds
6,1,1587,6.0
6,1,2035,6.0
6,1,1083,6.0
6,1,1722,5.0
3,2,2077,2.0
3,1371,2,1737.0
4,1638,3,2214.0
5,1107,4,1259.0
