first,second,third,odds
5,1113,4,1080.0
5,1290,4,1822.0
4,1,1166,3.0
4,1,1205,3.0
3,1235,2,946.9
5,2651,4,2751.0
5,1,1756,4.0
5,1,2651,4.0
3,1602,2,2651.0
4,1997,3,3941.0
6,1,1012,6.0
4,1551,3,823.9
5,1869,4,1800.0
