first,second,third,odds
4,1,1135,3.0
5,1,1690,4.0
5,1,1974,4.0
3,2,1087,2.0
3,1417,2,2263.0
4,2005,3,2845.0
6,1,1727,5.0
5,1320,4,2764.0
