first,second,third,odds
4,1028,3,33.4
4,1414,3,82.4
5,1037,4,286.1
4,1,1257,3.0
3,2,1131,2.0
3,1499,2,101.7
5,1310,4,344.7
4,1163,3,514.2
6,1,1028,6.0
3,1752,2,56.2
4,1464,3,75.8
5,1244,4,158.1
