first,second,third,odds
3,1,1303,2.0
4,1591,3,418.3
5,1991,4,736.4
4,1,1769,4.0
5,1,1649,5.0
3,1008,2,556.5
6,1,3598,6.0
6,1,1799,6.0
3,2777,2,429.6
4,1439,3,118.4
5,1370,4,301.3
