first,second,third,odds
4,1093,3,15.0
5,1139,4,133.4
3,1,2254,2.0
4,1938,3,99.4
5,2301,4,610.4
4,1,1381,4.0
4,1,1104,3.0
4,1,1938,3.0
3,2,1493,2.0
3,2084,2,62.7
5,1649,4,220.5
5,1,1299,4.0
3,1534,2,603.7
4,1453,3,491.0
6,1,2350,6.0
3,3682,2,51.9
4,2124,3,21.8
5,1624,4,113.4
