first,second,third,odds
4,1153,3,570.9
3,1136,2,535.9
6,1,1546,6.0
6,1,1294,6.0
3,2,1772,2.0
3,2189,2,1362.0
4,2333,3,1240.0
5,1306,4,1252.0
