first,second,third,odds
4,1005,3,359.0
5,1441,4,1403.0
3,1,1018,2.0
4,1073,3,493.6
5,1197,4,1581.0
4,1,1249,3.0
3,1282,2,560.2
5,2320,4,2159.0
5,1,2007,4.0
5,1,2738,4.0
3,1634,2,2223.0
4,2360,3,3112.0
6,1,2613,6.0
6,1,1064,5.0
3,2913,2,1182.0
4,3029,3,1158.0
5,2471,4,2153.0
