first,second,third,odds
3,1,1409,2.0
4,1,1381,3.0
5,1438,4,4345.0
5,1,1152,5.0
3,2,2044,2.0
4,1345,3,2979.0
6,1,1271,6.0
6,1,2044,5.0
3,2,2343,2.0
4,1320,3,3476.0
