first,second,third,odds
4,1202,3,1313.0
3,1300,2,1274.0
5,1041,4,1911.0
5,1,1012,4.0
4,1020,3,1925.0
6,1,2266,6.0
6,1,2753,6.0
6,1,3242,6.0
6,1,3880,5.0
3,2,3049,2.0
3,4065,2,4832.0
4,4656,3,5820.0
5,3049,4,4415.0
