first,second,third,odds
3,1,1145,2.0
5,1287,4,2401.0
5,1,1281,4.0
5,1,2191,4.0
3,1680,2,2487.0
4,1133,3,1726.0
6,1,1389,5.0
5,1226,4,2254.0
